,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
1483,host location not available,within an hour,100.0,99.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Room in bed and breakfast,Hotel room,1.0,1,1125,t,4,102,25,4,4.76,4.89,4.93,4.86,4.9,4.63,4.73,t,107.08219178082192,107.08219178082192,3.2299824135265136,2.0,3.0,1.36,22,22,192,56.298630136986304,52.602739726027394,Shared half-bath,35.694063926940636,1.5,0.0,3.0163581449077075
1484,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,host neighbourhood not available,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Shared room in bed and breakfast,Shared room,1.0,1,1125,t,0,42,0,0,4.68,4.76,4.63,4.9,4.9,4.83,4.58,t,39.156164383561645,39.156164383561645,7.6840241414164465,4.0,1.0,0.53,0,0,0,0.0,0.0,1 shared bath,39.156164383561645,0.25,0.0,19.62404710059476
1485,"Venice, Italy",within a few hours,90.0,84.0,t,Lido,5,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,1125,t,3,46,8,1,4.87,4.96,4.8,4.98,5.0,4.95,4.84,f,112.68493150684931,112.68493150684931,17.135430738748294,3.0,3.0,0.59,22,52,317,98.35616438356165,86.84931506849315,1 bath,37.56164383561644,1.0,0.0,15.20649700861446
1486,"Venice, Italy",within a few hours,95.0,87.0,f,Cannaregio,8,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,2,15,t,9,277,20,2,4.52,4.59,4.78,4.71,4.65,4.63,4.53,t,112.02191780821917,112.02191780821917,13.204834347997753,2.0,2.0,3.63,36,66,341,104.73972602739725,93.42465753424658,1 private bath,56.010958904109586,1.0,0.0,11.787723872576747
1487,"Venice, Italy",within an hour,100.0,95.0,f,host neighbourhood not available,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,4.0,2,15,t,0,65,0,0,4.74,4.84,4.97,4.86,4.86,4.66,4.78,t,108.41095890410959,108.41095890410959,8.63139493208261,5.0,9.0,0.83,0,0,0,0.0,0.0,2 baths,12.045662100456621,1.8,0.0,7.961736543366572
1488,"Venice, Italy",within an hour,100.0,100.0,t,Dorsoduro/Accademia,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,1120,t,3,208,12,0,4.94,4.94,4.97,4.94,4.96,4.73,4.85,t,130.11780821917807,130.11780821917807,19.44899883342224,4.0,3.0,2.64,11,19,253,93.41917808219178,69.31506849315069,1 bath,43.37260273972603,0.75,0.0,14.94722290484728
1489,"Venice, Italy",within an hour,100.0,100.0,f,Dorsoduro/Accademia,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,3,365,t,6,177,27,5,4.79,4.86,4.8,4.81,4.81,4.81,4.68,t,233.4794520547945,233.4794520547945,47.448094714188706,4.0,6.0,2.3,16,22,183,115.5068493150685,50.136986301369866,1.5 baths,38.91324200913242,1.5,0.0,20.32217152156639
1490,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,1,1125,t,0,3,0,0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,f,43.87671232876713,43.87671232876713,9.458331412969585,1.0,1.0,0.04,0,0,0,0.0,0.0,1 bath,43.87671232876713,1.0,0.0,21.556609214698085
1491,"Venice, Italy",within an hour,100.0,91.0,t,host neighbourhood not available,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in home,Private room,1.0,1,1125,t,4,311,55,2,4.95,4.96,4.96,4.96,4.98,4.72,4.92,f,61.106849315068494,61.106849315068494,5.655599402923847,1.0,2.0,3.98,16,46,321,53.298630136986304,87.94520547945206,1 private bath,30.553424657534247,2.0,0.0,9.255262652740335
1492,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Room in bed and breakfast,Hotel room,1.0,2,7,t,2,482,53,8,4.95,4.97,4.96,4.98,4.98,4.65,4.93,t,73.76712328767124,73.76712328767124,3.503218880682035,1.0,2.0,6.44,12,42,314,63.221917808219175,86.02739726027397,1 private bath,36.88356164383562,2.0,0.0,4.749024666477038
1493,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Room in bed and breakfast,Hotel room,1.0,2,15,t,1,500,64,7,4.94,4.98,4.99,4.98,4.96,4.72,4.95,t,73.93972602739726,73.93972602739726,3.712421225198468,1.0,2.0,6.65,10,38,298,60.032876712328765,81.64383561643835,1 private bath,36.96986301369863,2.0,0.0,5.020875008142289
1494,"Venice, Italy",within an hour,100.0,100.0,t,Castello,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,28,t,2,252,43,2,4.93,4.96,4.95,4.93,4.94,4.98,4.81,t,138.93150684931507,138.93150684931507,20.895559735963303,2.0,3.0,3.35,8,38,292,108.67123287671232,80.0,1 bath,46.31050228310502,1.5,0.0,15.04018793852614
1495,"Venice, Italy",within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,20,1125,t,8,11,0,0,5.0,4.9,4.9,5.0,5.0,4.9,4.7,t,120.0,120.0,0.0,2.0,3.0,0.15,14,31,177,58.19178082191781,48.49315068493151,2 baths,40.0,1.5,0.0,0.0
1496,"Venice, Italy",within an hour,100.0,100.0,t,San Polo,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,15,t,2,324,56,7,4.89,4.94,4.92,4.94,4.95,4.94,4.77,t,142.7972602739726,142.7972602739726,4.229344524940321,1.0,2.0,4.36,14,42,317,124.46575342465754,86.84931506849315,1 bath,71.3986301369863,2.0,0.0,2.9617826818426685
1497,Italy,within an hour,100.0,99.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,1125,t,0,221,43,3,4.72,4.82,4.79,4.87,4.88,4.87,4.63,t,93.93698630136986,93.93698630136986,11.55725720875729,1.0,2.0,2.83,5,35,118,29.958904109589042,32.32876712328767,1 bath,46.96849315068493,2.0,0.0,12.30320203341328
1498,"Venice, Italy",within an hour,100.0,100.0,t,Castello,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,30,t,2,69,13,3,4.88,4.96,4.96,4.91,4.96,4.96,4.87,f,170.9013698630137,170.9013698630137,7.797303231166506,3.0,4.0,0.89,16,42,317,148.43835616438355,86.84931506849315,2 baths,42.72534246575343,1.3333333333333333,0.0,4.562458005700274
1499,host location not available,within a few hours,100.0,58.0,f,Cannaregio,2,"['email', 'phone']",f,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,1125,t,4,24,3,2,4.05,4.41,4.36,4.5,4.14,4.86,4.36,f,139.0,139.0,0.0,3.0,4.0,0.31,8,33,276,105.10684931506849,75.61643835616438,1 bath,34.75,1.3333333333333333,0.0,0.0
1500,host location not available,within a few hours,100.0,58.0,f,Cannaregio,2,"['email', 'phone']",f,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,1125,t,0,21,5,2,4.33,4.71,4.57,4.52,3.9,4.95,4.24,f,139.0,139.0,0.0,2.0,4.0,0.29,1,1,155,59.02739726027397,42.465753424657535,1 bath,34.75,2.0,0.0,0.0
1501,"Lido, Italy",within a few hours,100.0,63.0,f,Lido,3,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,2,30,t,1,21,0,0,4.57,4.43,4.43,4.76,4.48,4.52,4.33,f,66.94520547945206,66.94520547945206,0.3269241837917629,2.0,2.0,0.27,1,1,1,0.18356164383561643,0.273972602739726,1 private bath,33.47260273972603,1.0,0.0,0.48834592626966833
1502,"Ravenna, Italy",within an hour,100.0,100.0,t,Dorsoduro/Accademia,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,1125,t,2,151,25,1,4.94,4.98,4.95,4.95,4.95,5.0,4.86,t,166.73972602739727,166.73972602739727,7.69263133445312,1.0,2.0,1.95,16,46,318,145.93972602739726,87.12328767123287,1 bath,83.36986301369863,2.0,0.0,4.613556419775532
1503,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,Castello,1,"['email', 'phone', 'work_email']",f,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,1125,t,3,13,0,0,4.77,4.85,4.92,4.92,5.0,4.85,4.75,f,164.3835616438356,164.3835616438356,26.715138594755352,2.0,4.0,0.17,13,43,316,136.27397260273972,86.57534246575342,1 bath,41.0958904109589,2.0,0.0,16.251709311809506
1504,"Venice, Italy",within an hour,80.0,100.0,t,Lido,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,5,29,t,6,60,6,1,4.64,4.82,4.78,4.92,4.9,4.55,4.54,t,112.62739726027397,112.62739726027397,13.301999976393434,1.0,4.0,0.78,36,66,272,87.83013698630137,74.52054794520548,1 bath,28.15684931506849,4.0,0.0,11.810625389534174
1505,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,7,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire home,Entire home/apt,1.0,1,365,t,0,36,16,6,5.0,5.0,5.0,4.97,4.97,4.91,4.86,t,204.82191780821918,204.82191780821918,58.425152283830826,2.0,2.0,0.46,10,32,288,160.87671232876713,78.9041095890411,1 bath,102.41095890410959,1.0,0.0,28.524853643122327
1506,"Paris, France",within an hour,100.0,99.0,f,Castello,87,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,30,t,0,5,1,0,4.6,4.6,5.0,4.4,4.6,4.4,4.2,t,100.0,100.0,0.0,3.0,2.0,0.08,0,5,280,76.71232876712328,76.71232876712328,1 bath,50.0,0.6666666666666666,0.0,0.0
1507,"Paris, France",within an hour,100.0,99.0,f,Castello,87,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,30,t,2,7,3,0,3.57,4.14,3.86,4.14,4.57,4.71,3.57,t,155.0,155.0,0.0,3.0,4.0,0.09,3,31,303,128.67123287671234,83.01369863013699,1 bath,38.75,1.3333333333333333,0.0,0.0
1508,Australia,within an hour,100.0,100.0,f,San Polo,1,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,1125,t,3,76,5,0,4.8,4.95,4.83,4.86,4.86,4.96,4.84,t,220.0,220.0,0.0,2.0,5.0,0.98,5,33,278,167.56164383561645,76.16438356164383,2 baths,44.0,2.5,0.0,0.0
1509,"Venice, Italy",within an hour,100.0,100.0,t,San Marco,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,2,180,t,3,136,11,1,4.91,4.95,4.95,4.96,4.96,4.94,4.83,t,221.95616438356166,221.95616438356166,23.66694840460191,4.0,5.0,1.75,8,33,107,63.320547945205476,29.315068493150687,1 bath,44.39123287671233,1.25,0.0,10.662893040313644
1510,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,29,t,2,282,44,4,4.93,4.96,4.98,4.98,4.98,4.9,4.87,t,182.7945205479452,182.7945205479452,14.406728152046426,4.0,6.0,3.58,14,44,319,161.6986301369863,87.3972602739726,1 bath,30.465753424657535,1.5,0.0,7.881378560397101
1511,"Rome, Italy",response not available,96.16273880909218,93.0969346598548,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,0,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,300.0,300.0,0.0,2.0,5.0,1.8503838664812238,0,0,0,0.0,0.0,1 bath,60.0,2.5,0.0,0.0
1512,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,Cannaregio,7,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1125,t,0,61,0,0,4.89,4.92,4.87,4.93,4.93,4.92,4.64,t,109.0,109.0,0.0,1.0,3.0,0.78,0,0,0,0.0,0.0,1 bath,36.333333333333336,3.0,0.0,0.0
1513,"Venice, Italy",within an hour,100.0,100.0,t,Giudecca,2,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,1125,t,7,65,15,3,4.89,4.89,4.95,4.97,4.97,4.87,4.76,f,125.16986301369863,125.16986301369863,6.92928736110947,3.0,3.0,0.9,16,21,296,102.05205479452054,81.0958904109589,1 bath,41.723287671232875,1.0,0.0,5.535907121949256
1514,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,Murano,1,"['email', 'phone']",f,"Venice, Italy",Entire home,Entire home/apt,3.0,2,1125,t,0,54,0,0,4.43,4.66,4.33,4.86,4.86,4.75,4.55,f,81.18630136986302,81.18630136986302,21.070351253405654,4.0,8.0,0.72,0,0,0,0.0,0.0,2 baths,10.148287671232877,2.0,0.0,25.953086786667107
1515,"Paris, France",within an hour,100.0,99.0,f,Castello,87,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,30,t,9,21,6,0,4.71,4.71,4.86,4.24,4.52,4.76,4.57,t,155.0,155.0,0.0,3.0,4.0,0.28,14,42,306,129.94520547945206,83.83561643835617,2 baths,38.75,1.3333333333333333,0.0,0.0
1516,"Venice, Italy",within an hour,100.0,100.0,t,Castello,5,['phone'],t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,4.0,5,1125,t,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,320.0,320.0,0.0,4.0,8.0,0.04,2,21,265,232.32876712328766,72.6027397260274,2 baths,40.0,2.0,0.0,0.0
1517,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,40,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1124,t,13,51,14,0,4.1,4.39,4.22,4.61,4.63,4.78,4.25,t,1688.4438356164383,1688.4438356164383,2947.1991565557355,2.0,4.0,0.67,34,51,220,235.8849315068493,60.273972602739725,1 bath,422.11095890410957,2.0,0.0,174.55121067025217
1518,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,Cannaregio,7,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1125,t,0,105,0,0,4.73,4.82,4.82,4.98,4.94,4.89,4.62,t,99.0,99.0,0.0,1.0,2.0,1.34,0,0,0,0.0,0.0,1 bath,49.5,2.0,0.0,0.0
1519,"Lombardy, Italy",within a day,100.0,33.0,f,Cannaregio,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,6,29,t,7,14,0,0,4.33,4.5,4.5,4.58,4.58,4.5,4.17,t,146.13698630136986,146.13698630136986,12.342763894808913,1.0,4.0,0.19,22,22,226,93.83561643835617,61.917808219178085,1 bath,36.534246575342465,4.0,0.0,8.4460232875989
1520,"Venice, Italy",within an hour,96.0,100.0,t,Castello,8,['phone'],t,"Lido, Veneto, Italy",Private room in bed and breakfast,Private room,1.0,3,1125,t,2,122,23,1,4.93,4.97,4.95,4.98,4.97,4.93,4.84,t,78.92328767123287,78.92328767123287,12.500752950376976,1.0,2.0,1.55,9,17,186,40.61643835616438,50.95890410958904,1 shared bath,39.461643835616435,2.0,0.0,15.839118363201987
1521,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,40,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,2,1005,t,5,143,33,1,4.55,4.7,4.64,4.64,4.62,4.89,4.52,t,2995.591780821918,2995.591780821918,3596.2509149583616,4.0,6.0,1.84,18,35,204,243.21917808219177,55.89041095890411,2 baths,499.265296803653,1.5,0.0,120.05143484442455
1522,"Mogliano Veneto, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,2.0,2,29,t,7,206,49,6,4.97,4.96,4.99,4.99,4.99,4.73,4.95,f,134.73424657534247,134.73424657534247,11.201847119786883,3.0,4.0,2.65,31,61,151,59.06849315068493,41.369863013698634,1 bath,33.68356164383562,1.3333333333333333,0.0,8.314031068205727
1523,"Venice, Italy",within an hour,100.0,91.0,t,host neighbourhood not available,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in home,Private room,1.0,1,1125,t,5,272,26,1,4.93,4.96,4.93,4.96,4.97,4.67,4.88,f,61.56712328767123,61.56712328767123,6.1945574923449715,1.0,2.0,3.51,29,59,334,55.97260273972603,91.5068493150685,1 private bath,30.783561643835615,2.0,0.0,10.061469761062277
1524,"Venice, Italy",within an hour,100.0,100.0,t,Castello,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,1,129,34,1,4.77,4.9,4.89,4.9,4.98,4.9,4.8,f,88.9041095890411,88.9041095890411,14.058516232848918,1.0,2.0,1.64,6,6,6,1.9479452054794522,1.643835616438356,1 bath,44.45205479452055,2.0,0.0,15.813123035407873
1525,"London, United Kingdom",within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Venice, Italy",Entire townhouse,Entire home/apt,4.0,2,45,t,5,153,22,3,4.92,4.95,4.81,4.9,4.95,4.99,4.85,f,413.85479452054796,413.85479452054796,23.552332664248848,6.0,8.0,1.98,9,39,54,61.1013698630137,14.794520547945206,2 baths,51.731849315068494,1.3333333333333333,0.0,5.690965279630093
1526,"Venice, Italy",within a day,100.0,35.0,f,host neighbourhood not available,4,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,5,30,t,3,23,3,0,5.0,4.91,4.96,5.0,5.0,5.0,4.87,f,198.45205479452054,198.45205479452054,5.618457357132141,2.0,3.0,0.3,22,52,143,77.3917808219178,39.178082191780824,2 baths,66.15068493150685,1.5,0.0,2.8311409337381535
1527,"Venice, Italy",within an hour,100.0,100.0,t,San Marco,7,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,2.0,1,1125,t,3,484,64,8,4.72,4.8,4.87,4.83,4.86,4.95,4.75,t,193.57260273972602,193.57260273972602,45.27629847251177,3.0,6.0,6.26,16,44,244,122.98356164383561,66.84931506849315,1 bath,32.262100456621006,2.0,0.0,23.389827812249546
1528,"Venice, Italy",within an hour,100.0,94.0,f,Santa Croce,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,10,t,11,6,1,0,4.67,5.0,4.83,5.0,4.67,4.0,4.67,f,90.68493150684931,90.68493150684931,4.783432696367787,2.0,4.0,0.08,22,22,22,6.027397260273973,6.027397260273973,1 bath,22.671232876712327,2.0,0.0,5.274782278472031
1529,"Paris, France",within an hour,100.0,99.0,f,Castello,87,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,30,t,5,14,12,1,4.64,4.93,4.71,5.0,4.79,5.0,4.71,t,140.0,140.0,0.0,3.0,4.0,0.19,11,41,312,119.67123287671232,85.47945205479452,1 bath,35.0,1.3333333333333333,0.0,0.0
1530,"Paris, France",within an hour,100.0,99.0,f,Castello,87,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,30,t,0,13,9,1,4.77,4.85,4.69,4.77,4.69,4.85,4.62,t,151.0,151.0,0.0,1.0,4.0,0.18,12,42,312,129.07397260273973,85.47945205479452,1 bath,37.75,4.0,0.0,0.0
1531,"Paris, France",within an hour,100.0,99.0,f,Castello,87,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,30,t,2,29,10,0,4.76,4.9,4.79,4.79,4.79,4.93,4.62,t,160.0,160.0,0.0,2.0,4.0,0.39,8,29,289,126.68493150684931,79.17808219178082,2 baths,40.0,2.0,0.0,0.0
1532,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire loft,Entire home/apt,1.6205795991318779,3,30,t,2,67,8,0,4.96,4.97,4.96,4.99,5.0,4.97,4.75,t,121.6986301369863,121.6986301369863,11.992081787198051,1.0,2.0,0.87,2,25,187,60.0,51.23287671232877,1 bath,60.84931506849315,2.0,0.0,9.853916821988493
1533,"Lido, Italy",within a few hours,100.0,63.0,f,Lido,3,"['email', 'phone']",t,"Lido, Veneto, Italy",Private room in bed and breakfast,Private room,1.0,3,1125,t,3,84,12,1,4.73,4.88,4.8,4.94,4.9,4.77,4.8,f,55.0,55.0,0.0,2.0,5.0,1.09,3,3,3,0.4520547945205479,0.821917808219178,1.5 shared baths,11.0,2.5,0.0,0.0
1534,"Venice, Italy",within an hour,100.0,100.0,f,Santa Croce,66,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,1,28,t,5,152,20,4,4.32,4.61,4.59,4.7,4.77,4.78,4.38,t,124.83287671232877,124.83287671232877,29.423620878520154,1.0,2.0,1.96,24,49,49,23.397260273972602,13.424657534246576,1 bath,62.416438356164385,2.0,0.0,23.570410018128033
1535,"Venice, Italy",within an hour,100.0,95.0,f,host neighbourhood not available,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in bed and breakfast,Private room,1.0,2,1125,t,8,280,8,4,4.76,4.77,4.91,4.82,4.81,4.65,4.68,f,66.6986301369863,66.6986301369863,4.214981559496035,1.0,2.0,3.59,26,56,315,57.68493150684932,86.3013698630137,Shared half-bath,33.34931506849315,2.0,0.0,6.319442469566863
1536,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1125,t,1,391,72,6,4.91,4.95,4.94,4.91,4.96,4.94,4.86,t,100.76712328767124,100.76712328767124,18.140568757171316,1.0,4.0,4.98,6,9,209,62.84931506849315,57.26027397260274,1 bath,25.19178082191781,4.0,0.0,18.002467635583276
1537,host location not available,within an hour,100.0,98.0,t,San Polo,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,30,t,8,112,21,2,4.78,4.78,4.76,4.89,4.9,4.81,4.63,t,283.05205479452053,283.05205479452053,41.7680016779928,8.0,10.0,1.46,19,30,57,37.175342465753424,15.616438356164384,1 bath,28.305205479452052,1.25,0.0,14.756296932136372
1538,"Venice, Italy",within an hour,92.0,97.0,f,San Polo,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,28,t,8,204,42,4,4.69,4.84,4.72,4.83,4.81,4.9,4.63,f,129.35616438356163,129.35616438356163,25.71022472825352,3.0,4.0,2.61,18,45,311,108.81095890410958,85.2054794520548,1 bath,32.33904109589041,1.3333333333333333,0.0,19.875531135894388
1539,"Venice, Italy",within a day,90.0,97.0,t,host neighbourhood not available,3,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Private room in serviced apartment,Private room,1.0,3,1125,t,3,15,6,0,4.87,4.87,4.87,5.0,5.0,5.0,4.79,f,160.02191780821917,160.02191780821917,10.397831644401334,1.0,2.0,0.19,11,11,134,59.06301369863014,36.71232876712329,1 bath,80.01095890410959,2.0,0.0,6.497754674370783
